   Dataset   |Pocet zhlukov|Algoritmus||                    PC|                   MPC|                    PE|                    FS|               XIEBENI|                  KWON|                   FHV|                  PBMF|                 PCAES|            SILHOUETTE||
        Vysky|            3|     FAFCM||                 0.767|                 0.650|                 0.406|             -1102.219|                58.795|               355.046|                21.420|               128.117|                 2.756|                 0.470||
