   Dataset   |Pocet zhlukov|Algoritmus||                    PC|                   MPC|                    PE|                    FS|               XIEBENI|                  KWON|                   FHV|                  PBMF|                 PCAES|            SILHOUETTE||
        Vysky|            3|       PSO||                 0.637|                 0.456|                 0.610|              -579.086|               146.917|               886.068|                31.537|                80.546|                 2.472|                 0.354||
